REQUIREMENT_DESIGNATION,COURSE,TITLE,UNITS_MINIMUM,UNITS_MAXIMUM,RQMNT_DESIGNTN,LS_ESSENTIAL_SKILL,FIRST_TERM,LAST_TERM,CRSE_ID,FIRST_TERM_CODE,LAST_TERM_CODE
Cultural Understanding,HIS 377,BLACK HISTORY SINCE 1865,3,3,CU,,Fall 2008,Spring 2012,010245,1087,1121
Cultural Understanding,HIS 379,WOMEN IN ASIA,3,3,CUG,Effective Writing,Fall 2012,,004104,1127,
Cultural Understanding,HIS 379H,WOMEN IN ASIA - HONORS,3,3,CUG,Effective Writing,Fall 2012,,009378,1127,
Cultural Understanding,HIS 381,U.S. - MEXICO BORDERLANDS,3,3,CUE,Critical Thinking,Fall 2012,,004143,1127,
Cultural Understanding,HIS 381,U.S. - MEXICO BORDERLANDS,3,3,CUE,,Fall 2006,Summer 2012,004143,1067,1124
Cultural Understanding,HIS 381,U.S. - MEXICO BORDERLANDS,3,3,CU,,Fall 1999,Summer 2006,004143,0997,1064
Cultural Understanding,HIS 381H,U.S. - MEX BORDERLNDS - HONORS,3,3,CU,Critical Thinking,Fall 2012,,009381,1127,
Cultural Understanding,HIS 381H,U.S. - MEX BORDERLNDS - HONORS,3,3,CU,,Fall 2003,Summer 2012,009381,1037,1124
Cultural Understanding,HIS 382,MEXICO YESTERDAY AND TODAY,3,3,CUG,Critical Thinking,Fall 2012,,004144,1127,
Cultural Understanding,HIS 382,MEXICO YESTERDAY AND TODAY,3,3,CUG,,Fall 2005,Summer 2012,004144,1057,1124
Cultural Understanding,HIS 382,MEXICO YESTERDAY AND TODAY,3,3,CU,,Fall 2004,Summer 2005,004144,1047,1054
Cultural Understanding,HIS 382,MEX YESTERDAY&TODAY,3,3,CU,,Fall 2002,Summer 2004,004144,1027,1044
Cultural Understanding,HIS 384,HOPI HISTORY,3,3,CU,,Fall 2008,Spring 2012,010246,1087,1121
Cultural Understanding,HIS 388,U.S. THOUGHT & CULTURE/1865,3,3,CU,Effective Writing,Fall 2012,,004205,1127,
Cultural Understanding,HIS 388,U.S. THOUGHT & CULTURE/1865,3,3,CU,,Fall 2008,Summer 2012,004205,1087,1124
Cultural Understanding,HIS 388H,U.S. THOUGHT/CULTURE/1865-HONO,3,3,CU,Effective Writing,Fall 2012,,009385,1127,
Cultural Understanding,HIS 388H,U.S. THOUGHT/CULTURE/1865-HONO,3,3,CU,,Spring 2010,Summer 2012,009385,1101,1124
Cultural Understanding,HIS 388H,U.S. THOUGHT/CULTURE/1865,3,3,CU,,Fall 2008,Winter 2009,009385,1087,1098
Cultural Understanding,HIST 232,ISLAMIC CULTURE SINCE 1500,3,3,CU,Critical Thinking,Spring 2013,,011037,1131,
Cultural Understanding,HISY 205,WORLD HISTORY,3,3,CUG,,Fall 2010,,010586,1107,
Cultural Understanding,HON 141,HONORS SEMINAR: CU,1,3,CU,,Summer 2004,,009547,1044,
Cultural Understanding,HON 144,HNRS FRST-YR SEMINAR,1,3,CU,,Spring 2003,Summer 2003,004287,1031,1034
Cultural Understanding,HON 144,FACULTY-SCHOLAR SERI,1,3,CU,,Spring 2002,Fall 2002,004287,1021,1027
Cultural Understanding,HON 241,HONORS SEMINAR: CU,1,3,CU,,Summer 2004,,009552,1044,
Cultural Understanding,HON 244,HNRS SCND-YR SEMINAR,1,4,CU,,Fall 2002,Fall 2002,004297,1027,1027
Cultural Understanding,HON 292,WORLD CULTURES & GLBL CITIZENS,3,3,CU,Effective Writing,Fall 2012,,010655,1127,
Cultural Understanding,HON 292,WORLD CULTURES & GLBL CITIZENS,3,3,CU,,Fall 2011,Summer 2012,010655,1117,1124
Cultural Understanding,HON 341,HONORS SEMINAR: CU,1,3,CU,,Summer 2004,,009556,1044,
Cultural Understanding,HON 392,ADVANCED HONORS SEMINAR (CU),3,3,CU,Effective Writing,Fall 2012,,010659,1127,
Cultural Understanding,HON 392,ADVANCED HONORS SEMINAR (CU),3,3,CU,,Fall 2011,Summer 2012,010659,1117,1124
Cultural Understanding,HUM 130,INTRO TO SOUTHWEST HUMANITIES,3,3,CUE,,Fall 2005,Winter 2009,004591,1057,1098
Cultural Understanding,HUM 130,INTRO TO SOUTHWEST HUMANITIES,3,3,CU,,Spring 2005,Summer 2005,004591,1051,1054
Cultural Understanding,HUM 130,INTRO TO SW HUM,3,3,CU,,Fall 2000,Winter 2004,004591,1007,1048
Cultural Understanding,HUM 175,ENVIRONMENTAL HUMANITIES,3,3,CU,,Fall 2005,Winter 2009,004594,1057,1098
Cultural Understanding,HUM 175,ENVIROMENTAL HUMANITIES,3,3,CU,,Fall 2000,Summer 2005,004594,1007,1054
Cultural Understanding,HUM 175H,ENVIRONMTL HUMANITIES-HONORS,3,3,CU,,Fall 2005,Winter 2009,004595,1057,1098
Cultural Understanding,HUM 175H,ENVIROMENTAL HUMANITIES-HONORS,3,3,CU,,Fall 2002,Summer 2005,004595,1027,1054
Cultural Understanding,HUM 230,INDIAN ORAL TRADITIONS,3,3,CU,,Spring 2002,Spring 2005,004600,1021,1051
Cultural Understanding,HUM 261,ASIAN IDEAS AND VALUES,3,3,CUG,Critical Thinking,Fall 2012,,004607,1127,
Cultural Understanding,HUM 261,ASIAN IDEAS AND VALUES,3,3,CUG,,Fall 2005,Summer 2012,004607,1057,1124
Cultural Understanding,HUM 261,ASIAN IDEAS AND VALUES,3,3,CU,,Spring 2005,Summer 2005,004607,1051,1054
Cultural Understanding,HUM 261,ASIAN IDEAS & VALUES,3,3,CU,,Fall 1999,Winter 2004,004607,0997,1048
Cultural Understanding,HUM 268,SOCIAL PROTEST FILMS 1960S,3,3,CUG,,Fall 2012,Summer 2014,010855,1127,1144
Cultural Understanding,HUM 281,LATIN AMERICAN IDEAS & VALUES,3,3,CUG,Critical Thinking,Fall 2012,,004610,1127,
Cultural Understanding,HUM 281,LATIN AMERICAN IDEAS & VALUES,3,3,CUG,,Fall 2005,Summer 2012,004610,1057,1124
Cultural Understanding,HUM 281,LATIN AMERICAN IDEAS & VALUES,3,3,CU,,Spring 2005,Summer 2005,004610,1051,1054
Cultural Understanding,HUM 281,LATIN AM IDEAS&VALUE,3,3,CU,,Fall 2004,Winter 2004,004610,1047,1048
Cultural Understanding,HUM 291,AMER MULTICULT IDEAS & VALUES,3,3,CUE,,Fall 2005,Winter 2009,004612,1057,1098
Cultural Understanding,HUM 291,AMER MULTICULT IDEAS & VALUES,3,3,CU,,Spring 2005,Summer 2005,004612,1051,1054
Cultural Understanding,HUM 303,AMER ETHN ARTS IDEAS,3,3,CU,,Fall 1999,Winter 2004,004612,0997,1048
Cultural Understanding,HUM 303V,AMER ETHN ARTS IDEAS,3,3,CU,,Fall 1999,Summer 2003,004613,0997,1034
Cultural Understanding,HUM 373,NATURE AND VALUES,3,3,CU,Critical Thinking,Fall 2012,,004633,1127,
Cultural Understanding,HUM 373,NATURE AND VALUES,3,3,CU,,Fall 1999,Summer 2012,004633,0997,1124
Cultural Understanding,HUM 381,MEXICAN ARTS AND CULTURE,3,3,CUG,Effective Writing,Fall 2012,,004634,1127,
Cultural Understanding,HUM 381,MEXICAN ARTS AND CULTURE,3,3,CUG,,Fall 2005,Summer 2012,004634,1057,1124
Cultural Understanding,HUM 381,MEXICAN ARTS AND CULTURE,3,3,CU,,Spring 2005,Summer 2005,004634,1051,1054
Cultural Understanding,HUM 381,MEXICAN ARTS&CULTURE,3,3,CU,,Fall 2004,Winter 2004,004634,1047,1048
Cultural Understanding,ITA 101,FIRST YEAR ITALIAN,4,4,CU,Oral Communication,Fall 2012,,004933,1127,
Cultural Understanding,ITA 101,FIRST YEAR ITALIAN,4,4,CU,,Fall 2006,Summer 2012,004933,1067,1124
Cultural Understanding,ITA 102,FIRST YEAR ITALIAN,4,4,CU,Oral Communication,Fall 2012,,004934,1127,
Cultural Understanding,ITA 102,FIRST YEAR ITALIAN,4,4,CU,,Fall 2006,Summer 2012,004934,1067,1124
Cultural Understanding,ITA 201,SECOND YEAR ITALIAN,4,4,CU,Oral Communication,Fall 2012,,004937,1127,
Cultural Understanding,ITA 201,SECOND YEAR ITALIAN,4,4,CU,,Fall 2010,Summer 2012,004937,1107,1124
Cultural Understanding,ITA 202,SECOND YEAR ITALIAN,4,4,CU,Oral Communication,Fall 2012,,004938,1127,
Cultural Understanding,ITA 202,SECOND YEAR ITALIAN,4,4,CU,,Fall 2010,Summer 2012,004938,1107,1124
Cultural Understanding,JPN 101,FIRST YEAR JAPANESE,4,4,CU,Oral Communication,Fall 2012,,005028,1127,
Cultural Understanding,JPN 101,FIRST YEAR JAPANESE,4,4,CU,,Fall 1999,Summer 2012,005028,0997,1124
Cultural Understanding,JPN 102,FIRST YEAR JAPANESE,4,4,CU,Oral Communication,Fall 2012,,005029,1127,
Cultural Understanding,JPN 102,FIRST YEAR JAPANESE,4,4,CU,,Fall 1999,Summer 2012,005029,0997,1124
Cultural Understanding,JPN 201,SECOND YEAR JAPANESE,4,4,CU,Oral Communication,Fall 2012,,005030,1127,
Cultural Understanding,JPN 201,SECOND YEAR JAPANESE,4,4,CU,,Fall 1999,Summer 2012,005030,0997,1124
Cultural Understanding,JPN 202,SECOND YEAR JAPANESE,4,4,CU,Oral Communication,Fall 2012,,005031,1127,
Cultural Understanding,JPN 202,SECOND YEAR JAPANESE,4,4,CU,,Fall 1999,Summer 2012,005031,0997,1124
Cultural Understanding,LAN 150,INTRO TO CHI/JPN LANG & LIT,3,3,CU,,Fall 2005,Spring 2012,005065,1057,1121
Cultural Understanding,LAN 150,CHI/JPN LAN & LIT,3,3,CU,,Fall 1999,Summer 2005,005065,0997,1054
Cultural Understanding,LAT 101,FIRST YEAR LATIN,4,4,CU,Critical Thinking,Fall 2012,,005093,1127,
Cultural Understanding,LAT 101,FIRST YEAR LATIN,4,4,CU,,Fall 1999,Summer 2012,005093,0997,1124
Cultural Understanding,LAT 102,FIRST YEAR LATIN,4,4,CU,Critical Thinking,Fall 2012,,005094,1127,
Cultural Understanding,LAT 102,FIRST YEAR LATIN,4,4,CU,,Fall 1999,Summer 2012,005094,0997,1124
Cultural Understanding,LAT 201,SECOND YEAR LATIN,4,4,CU,Critical Thinking,Fall 2012,,005095,1127,
Cultural Understanding,LAT 201,SECOND YEAR LATIN,4,4,CU,,Fall 2010,Summer 2012,005095,1107,1124
Cultural Understanding,LAT 202,SECOND YEAR LATIN,4,4,CU,Critical Thinking,Fall 2012,,005096,1127,
Cultural Understanding,LAT 202,SECOND YEAR LATIN,4,4,CU,,Fall 2010,Summer 2012,005096,1107,1124
Cultural Understanding,MER 243,HISTORY OF CLOTHING,3,3,CU,Effective Writing,Fall 2012,,005432,1127,
Cultural Understanding,MER 243,HISTORY OF CLOTHING,3,3,CU,,Fall 1999,Summer 2012,005432,0997,1124
Cultural Understanding,MER 244,TWENTIETH CENTURY DRESS,3,3,CU,Effective Writing,Fall 2012,,005434,1127,
Cultural Understanding,MER 244,TWENTIETH CENTURY DRESS,3,3,CU,,Fall 2005,Summer 2012,005434,1057,1124
Cultural Understanding,MER 244,20TH CENTURY DRESS,3,3,CU,,Fall 1999,Summer 2005,005434,0997,1054
Cultural Understanding,MER 330,PSYCH/SOC ASPECTS OF DRESS,3,3,CU,,Fall 2009,Winter 2009,005441,1097,1098
Cultural Understanding,MER 330,CULTURALPSYSOCCLOTH,3,3,CU,,Fall 1999,Winter 2004,005441,0997,1048
Cultural Understanding,MER 430,PSYCH/SOC ASPECTS OF DRESS,3,3,CU,,Spring 2005,Summer 2009,005441,1051,1094
Cultural Understanding,MUS 260,INTRODUCTION TO WORLD MUSIC,3,3,CUG,Oral Communication,Fall 2012,,005915,1127,
Cultural Understanding,MUS 260,INTRODUCTION TO WORLD MUSIC,3,3,CUG,,Spring 2008,Summer 2012,005915,1081,1124
Cultural Understanding,MUS 260,INTRODUCTION TO WORLD MUSIC,3,3,CU,,Fall 2005,Winter 2007,005915,1057,1078
Cultural Understanding,MUS 260,IRISH TRAD MUS,3,3,CU,,Fall 2000,Spring 2001,005915,1007,1011
Cultural Understanding,MUS 260,INTRO TO WORLD MUSIC,3,3,CU,,Fall 1999,Summer 2005,005915,0997,1054
Cultural Understanding,MUS 333,JAZZ HISTORY AND STYLES,3,3,CU,Critical Thinking,Fall 2012,,005938,1127,
Cultural Understanding,MUS 333,JAZZ HISTORY AND STYLES,3,3,CU,,Fall 2005,Summer 2012,005938,1057,1124
Cultural Understanding,MUS 333,JAZZ HISTORY&STYLES,3,3,CU,,Fall 1999,Summer 2005,005938,0997,1054
Cultural Understanding,MUS 360,TOPICS / WORLD MUSIC,3,3,CU,,Summer 2003,Summer 2005,005948,1034,1054
Cultural Understanding,MUS 360,COUNTRY MUSIC,3,3,CU,,Spring 2003,Spring 2003,005948,1031,1031
Cultural Understanding,MUS 360,MUSIC OF THE MOVIES,3,3,CU,,Summer II 2001,Summer II 2001,005948,1015,1015
Cultural Understanding,MUS 360,TOPICS IN WORLD MUSIC,3,3,CU,,Fall 1999,,005948,0997,
Cultural Understanding,MUS 365,NATIVE AMERICAN MUSIC,3,3,CUE,Oral Communication,Fall 2012,,005952,1127,
Cultural Understanding,MUS 365,NATIVE AMERICAN MUSIC,3,3,CUE,,Spring 2008,Summer 2012,005952,1081,1124
Cultural Understanding,MUS 365,NATIVE AMERICAN MUSIC,3,3,CU,,Fall 2005,Winter 2007,005952,1057,1078
Cultural Understanding,MUS 365,NATIVE AMER MUSIC,3,3,CU,,Fall 1999,Summer 2005,005952,0997,1054
Cultural Understanding,MUS 393,MUSIC IN AMERICA,3,3,CU,,Fall 1999,Spring 2012,005957,0997,1121
Cultural Understanding,NAV 101,FIRST YEAR NAVAJO,4,4,CU,Oral Communication,Fall 2012,,006035,1127,
Cultural Understanding,NAV 101,FIRST YEAR NAVAJO,4,4,CU,,Fall 1999,Summer 2012,006035,0997,1124
Cultural Understanding,NAV 102,FIRST YEAR NAVAJO,4,4,CU,Oral Communication,Fall 2012,,006036,1127,
Cultural Understanding,NAV 102,FIRST YEAR NAVAJO,4,4,CU,,Fall 1999,Summer 2012,006036,0997,1124
Cultural Understanding,NAV 201,SECOND YEAR NAVAJO,4,4,CU,Oral Communication,Fall 2012,,006039,1127,
Cultural Understanding,NAV 201,SECOND YEAR NAVAJO,4,4,CU,,Fall 1999,Summer 2012,006039,0997,1124
Cultural Understanding,NAV 202,SECOND YEAR NAVAJO,4,4,CU,Oral Communication,Fall 2012,,006040,1127,
Cultural Understanding,NAV 202,SECOND YEAR NAVAJO,4,4,CU,,Fall 1999,Summer 2012,006040,0997,1124
Cultural Understanding,PHI 356,PHILOSOPHY OF HISTORY,3,3,CU,Effective Writing,Fall 2012,Summer 2014,006504,1127,1144
Cultural Understanding,PHI 356,PHILOSOPHY OF HISTORY,3,3,CU,,Fall 2005,Summer 2012,006504,1057,1124
Cultural Understanding,PHI 356,PHIL OF HISTORY,3,3,CU,,Fall 1999,Summer 2005,006504,0997,1054
Cultural Understanding,PHI 356H,PHIL OF HISTORY - HONORS,3,3,CU,,Spring 2003,Summer 2014,006505,1031,1144
Cultural Understanding,PL 120,BUILDING THE HUMAN ENVIRONMENT,3,3,CU,,Fall 2005,Summer 2011,009747,1057,1114
Cultural Understanding,PLD 300,INTERDISCIPLINARY SOCIETY,3,3,CU,Effective Writing,Fall 2014,,011050,1147,
Cultural Understanding,POS 120,WORLD POLITICS,3,3,CU,Critical Thinking,Fall 2012,,006805,1127,
Cultural Understanding,POS 120,WORLD POLITICS,3,3,CU,,Fall 1999,Summer 2012,006805,0997,1124
Cultural Understanding,POS 210,AMER INDIAN TRIBAL GOVERNMENT,3,3,CUE,Critical Thinking,Fall 2012,,006810,1127,
Cultural Understanding,POS 210,AMER INDIAN TRIBAL GOVERNMENT,3,3,CUE,,Fall 2005,Summer 2012,006810,1057,1124
Cultural Understanding,POS 210,AMER INDIAN TRIBAL GOVERNMENT,3,3,CU,,Spring 2005,Summer 2005,006810,1051,1054
Cultural Understanding,POS 210,AMER IND TRIBAL GOVT,3,3,CU,,Spring 2001,Winter 2004,006810,1011,1048
Cultural Understanding,POS 320,NATIVE AMERICAN POLITICS,3,3,CUE,Critical Thinking,Fall 2012,,006834,1127,
Cultural Understanding,POS 320,NATIVE AMERICAN POLITICS,3,3,CUE,,Fall 2005,Summer 2012,006834,1057,1124
Cultural Understanding,POS 320,NATIVE AMERICAN POLITICS,3,3,CU,,Spring 2005,Summer 2005,006834,1051,1054
Cultural Understanding,POS 320,NAT AMER POLITICS,3,3,CU,,Spring 2001,Winter 2004,006834,1011,1048
Cultural Understanding,POS 355,"WOMEN, POWER AND POLITICS",3,3,CU,Critical Thinking,Fall 2012,,006847,1127,
Cultural Understanding,POS 355,"WOMEN, POWER AND POLITICS",3,3,CU,,Fall 2005,Summer 2012,006847,1057,1124
Cultural Understanding,POS 355,"WOMEN,POWER&POLITICS",3,3,CU,,Fall 1999,Summer 2005,006847,0997,1054
Cultural Understanding,POS 356,"RACE, POWER AND POLITICS",3,3,CUE,Critical Thinking,Fall 2012,,006848,1127,
Cultural Understanding,POS 356,"RACE, POWER AND POLITICS",3,3,CUE,,Fall 2005,Summer 2012,006848,1057,1124
Cultural Understanding,POS 356,"RACE,POWER,&POLITICS",3,3,CU,,Fall 1999,Summer 2005,006848,0997,1054
Cultural Understanding,POS 356H,"RACE, POWER & POLITICS - HONOR",3,3,CUE,Critical Thinking,Fall 2012,,010768,1127,
Cultural Understanding,POS 356H,"RACE, POWER & POLITICS - HONOR",3,3,CUE,,Spring 2012,Summer 2012,010768,1121,1124
Cultural Understanding,POS 357,TOPICS IN CULTURAL DIVERSITY,3,3,CUE,Critical Thinking,Fall 2012,,006849,1127,
Cultural Understanding,POS 357,TOPICS IN CULTURAL DIVERSITY,3,3,CUE,,Fall 2005,Summer 2012,006849,1057,1124
Cultural Understanding,POS 357,CULT DIVERS,3,3,CU,,Summer 2003,Summer 2005,006849,1034,1054
Cultural Understanding,POS 358,CRITICAL RACE THEORY,3,3,CUE,Critical Thinking,Fall 2012,,010502,1127,
Cultural Understanding,POS 358,CRITICAL RACE THEORY,3,3,CUE,,Fall 2010,Summer 2012,010502,1107,1124
Cultural Understanding,POS 366,STUDIES IN LATIN AMERICAN POL,3,3,CUG,Critical Thinking,Fall 2012,,006856,1127,
Cultural Understanding,POS 366,STUDIES IN LATIN AMERICAN POL,3,3,CUG,,Fall 2005,Summer 2012,006856,1057,1124
Cultural Understanding,POS 366,LATIN AMERICAN POLITICS,3,3,CU,,Spring 2005,Summer 2005,006856,1051,1054
Cultural Understanding,POS 366,LATIN AMERICAN POL,3,3,CU,,Fall 2000,Winter 2004,006856,1007,1048
Cultural Understanding,POS 370,STUDIES IN ASIAN POLITICS,3,3,CUG,Critical Thinking,Fall 2012,,006858,1127,
Cultural Understanding,POS 370,STUDIES IN ASIAN POLITICS,3,3,CUG,,Fall 2005,Summer 2012,006858,1057,1124
Cultural Understanding,POS 370,ASIAN POLITICS,3,3,CU,,Fall 2000,Summer 2005,006858,1007,1054
Cultural Understanding,POS 374,STUDIES IN AFRICAN POLITICS,3,3,CUG,Critical Thinking,Fall 2012,,006859,1127,
Cultural Understanding,POS 374,STUDIES IN AFRICAN POLITICS,3,3,CUG,,Fall 2005,Summer 2012,006859,1057,1124
Cultural Understanding,POS 374,AFRICA:VISION/VOICES,3,3,CU,,Spring 2003,Spring 2003,006859,1031,1031
Cultural Understanding,POS 374,AFRICAN POLITICS,3,3,CU,,Fall 2000,Summer 2005,006859,1007,1054
Cultural Understanding,PRM 300,ECOTOURISM,3,3,CUG,Critical Thinking,Fall 2013,,006985,1137,
Cultural Understanding,PRM 350,CULTURAL RECREATION,3,3,CU,Critical Thinking,Fall 2012,,010341,1127,
Cultural Understanding,PRM 350,CULTURAL RECREATION,3,3,CU,,Summer 2010,Summer 2012,010341,1104,1124
Cultural Understanding,REL 150,RELIGIONS OF THE WORLD,3,3,CUG,Critical Thinking,Fall 2012,,007438,1127,
Cultural Understanding,REL 150,RELIGIONS OF THE WORLD,3,3,CUG,,Fall 2005,Summer 2012,007438,1057,1124
Cultural Understanding,REL 150,RELIGIONS OF THE WORLD,3,3,CU,,Fall 2000,Summer 2005,007438,1007,1054
Cultural Understanding,REL 150,RELIGIONS OF WORLD,3,3,CU,,Fall 1999,Winter 2004,007438,0997,1048
Cultural Understanding,REL 150H,RELIGIONS OF THE WORLD - HNRS,3,3,CUG,Critical Thinking,Fall 2012,,009891,1127,
Cultural Understanding,REL 150H,RELIGIONS OF THE WORLD - HNRS,3,3,CUG,,Fall 2006,Summer 2012,009891,1067,1124
Cultural Understanding,REL 210,JUDEO-CHRISTIAN SCRIPTURES(OT),3,3,CU,,Fall 2008,Winter 2009,007447,1087,1098
Cultural Understanding,REL 210,HEBREW BIBLE (OLD TESTAMENT),3,3,CU,,Fall 2005,Summer 2008,007447,1057,1084
Cultural Understanding,REL 210,HEBREW BIBLE,3,3,CU,,Fall 1999,Summer 2005,007447,0997,1054
Cultural Understanding,REL 220,CHRISTIAN SCRIPTURES (NT),3,3,CU,,Fall 2008,Winter 2009,007448,1087,1098
Cultural Understanding,REL 220,NEW TESTAMENT,3,3,CU,,Fall 1999,Summer 2008,007448,0997,1084
Cultural Understanding,REL 301,ANCIENT GODS AND GODDESSES,3,3,CU,Effective Writing,Fall 2012,,007455,1127,
Cultural Understanding,REL 301,ANCIENT GODS AND GODDESSES,3,3,CU,,Fall 2005,Summer 2012,007455,1057,1124
Cultural Understanding,REL 301,ANCIENT GODS/GODDESS,3,3,CU,,Spring 2003,Spring 2003,007455,1031,1031
Cultural Understanding,REL 301,ANCIENT GODS/GODESS,3,3,CU,,Fall 1999,Summer 2005,007455,0997,1054
Cultural Understanding,REL 301H,ANCNT GODS/GODDESSES - HONORS,3,3,CU,Effective Writing,Fall 2013,,011354,1137,
Cultural Understanding,REL 311,JUDAISM,3,3,CU,Effective Writing,Fall 2012,,007458,1127,
Cultural Understanding,REL 311,JUDAISM,3,3,CU,,Fall 1999,Summer 2012,007458,0997,1124
Cultural Understanding,REL 321,CHRISTIANITY,3,3,CU,Critical Thinking,Fall 2012,,007462,1127,
Cultural Understanding,REL 321,CHRISTIANITY,3,3,CU,,Fall 1999,Summer 2012,007462,0997,1124
Cultural Understanding,REL 321H,CHRISTIANITY - HONORS,3,3,CU,Critical Thinking,Fall 2012,,010764,1127,
Cultural Understanding,REL 321H,CHRISTIANITY - HONORS,3,3,CU,,Fall 2011,Summer 2012,010764,1117,1124
Cultural Understanding,REL 326,EARLY CHRISTIAN LIFE & LIT,3,3,CU,Effective Writing,Fall 2012,,010247,1127,
Cultural Understanding,REL 326,EARLY CHRISTIAN LIFE & LIT,3,3,CU,,Fall 2008,Summer 2012,010247,1087,1124
Cultural Understanding,REL 331,ISLAM,3,3,CUG,,Fall 2011,,007466,1117,
Cultural Understanding,REL 331,ISLAM,3,3,CU,,Fall 1999,Summer 2011,007466,0997,1114
Cultural Understanding,REL 331H,ISLAM - HONORS,3,3,CUG,,Fall 2011,,009473,1117,
Cultural Understanding,REL 331H,ISLAM - HONORS,3,3,CU,,Fall 2005,Summer 2011,009473,1057,1114
Cultural Understanding,REL 331H,ISLAM-HONORS,3,3,CU,,Fall 2003,Summer 2005,009473,1037,1054
Cultural Understanding,REL 341,HINDUISM,3,3,CUG,Effective Writing,Fall 2012,,007468,1127,
Cultural Understanding,REL 341,HINDUISM,3,3,CUG,,Fall 2005,Summer 2012,007468,1057,1124
Cultural Understanding,REL 341,HINDUISM,3,3,CU,,Fall 1999,Summer 2005,007468,0997,1054
Cultural Understanding,REL 341H,HINDUISM - HONORS,3,3,CUG,Effective Writing,Fall 2012,,009474,1127,
Cultural Understanding,REL 341H,HINDUISM - HONORS,3,3,CUG,,Fall 2005,Summer 2012,009474,1057,1124
Cultural Understanding,REL 341H,HINDUISM - HONORS,3,3,CU,,Spring 2005,Summer 2005,009474,1051,1054
Cultural Understanding,REL 341H,HINDUISM-HONORS,3,3,CU,,Fall 2003,Winter 2004,009474,1037,1048
Cultural Understanding,REL 351,BUDDHISM,3,3,CUG,Critical Thinking,Fall 2012,,007470,1127,
Cultural Understanding,REL 351,BUDDHISM,3,3,CUG,,Fall 2005,Summer 2012,007470,1057,1124
Cultural Understanding,REL 351,BUDDHISM,3,3,CU,,Fall 1999,Summer 2005,007470,0997,1054
Cultural Understanding,REL 351H,BUDDHISM - HONORS,3,3,CUG,Critical Thinking,Fall 2012,,009373,1127,
Cultural Understanding,REL 351H,BUDDHISM - HONORS,3,3,CUG,,Fall 2005,Summer 2012,009373,1057,1124
Cultural Understanding,REL 351H,BUDDHISM - HONORS,3,3,CU,,Spring 2005,Summer 2005,009373,1051,1054
Cultural Understanding,REL 351H,BUDDHISM-HONORS,3,3,CU,,Fall 2003,Winter 2004,009373,1037,1048
Cultural Understanding,REL 355,THE BUDDHA,3,3,CUG,,Fall 2005,Winter 2009,007471,1057,1098
Cultural Understanding,REL 355,THE BUDDHA,3,3,CU,,Fall 2001,Summer 2005,007471,1017,1054
Cultural Understanding,REL 355H,THE BUDDHA - HONORS,3,3,CUG,,Fall 2005,Winter 2009,007472,1057,1098
Cultural Understanding,REL 355H,THE BUDDHA - HONORS,3,3,CU,,Spring 2005,Summer 2005,007472,1051,1054
Cultural Understanding,REL 355H,THE BUDDHA-HONORS,3,3,CU,,Spring 2003,Winter 2004,007472,1031,1048
Cultural Understanding,REL 359,MAHAYANA BUDDHISM,3,3,CUG,,Fall 2005,Spring 2008,007473,1057,1081
Cultural Understanding,REL 359,MAHAYANA BUDDHISM,3,3,CU,,Fall 2001,Summer 2005,007473,1017,1054
Cultural Understanding,REL 359H,MAHAYANA BUDDHISM - HONORS,3,3,CUG,,Fall 2005,Spring 2008,007474,1057,1081
Cultural Understanding,REL 359H,MAHAYANA BUDDHISM - HONORS,3,3,CU,,Spring 2005,Summer 2005,007474,1051,1054
Cultural Understanding,REL 359H,MAHAYANA BUDD-HONORS,3,3,CU,,Fall 2001,Winter 2004,007474,1017,1048
Cultural Understanding,REL 380,NATIVE AMERICAN RELIGIONS,3,3,CUE,Critical Thinking,Fall 2012,,007478,1127,
Cultural Understanding,REL 380,NATIVE AMERICAN RELIGIONS,3,3,CUE,,Fall 2005,Summer 2012,007478,1057,1124
Cultural Understanding,REL 380,NATIVE AMERICAN RELIGIONS,3,3,CU,,Spring 2005,Summer 2005,007478,1051,1054
Cultural Understanding,REL 380,NATIVE AMER RELIGION,3,3,CU,,Fall 1999,Winter 2004,007478,0997,1048
Cultural Understanding,REL 380H,NATIVE AMER RELIGIONS - HONORS,3,3,CUE,Critical Thinking,Fall 2012,,007479,1127,
Cultural Understanding,REL 380H,NATIVE AMER RELIGIONS - HONORS,3,3,CUE,,Fall 2005,Summer 2012,007479,1057,1124
Cultural Understanding,REL 380H,NATIVE AMER RELIGIONS - HONORS,3,3,CU,,Spring 2005,Summer 2005,007479,1051,1054
Cultural Understanding,REL 380H,NAT AMER RELIGION-HONORS,3,3,CU,,Fall 2002,Winter 2004,007479,1027,1048
Cultural Understanding,REL 391,"RELIGION, NATURE & ENVIRONMENT",3,3,CU,,Fall 2005,Spring 2012,007483,1057,1121
Cultural Understanding,REL 391,"REL,NATURE & ENVIRO",3,3,CU,,Fall 1999,Summer 2005,007483,0997,1054
